1,0.000000,1.000000,1.000000
2,0.100000,1.100000,0.990000
3,0.200000,1.199000,0.959200
4,0.300000,1.294920,0.906444
5,0.400000,1.385564,0.831339
6,0.500000,1.468698,0.734349
7,0.600000,1.542133,0.616853
8,0.700000,1.603819,0.481146
9,0.800000,1.651933,0.330387
10,0.900000,1.684972,0.168497
