30,1.000000,0.462924
30,1.300000,1.054198
30,1.600000,1.827438
30,1.900000,2.852757
30,2.200000,4.223130
30,2.500000,6.062817
30,2.800000,8.538635
30,3.100000,11.875085
30,3.400000,16.374706
30,3.700000,22.445510
30,4.000000,30.637980
30,4.300000,41.694985
30,4.600000,56.619140
30,4.900000,76.763724
30,5.200000,103.955387
30,5.500000,140.659790
30,5.800000,190.205178
30,6.100000,257.084180
30,6.400000,347.361185
30,6.700000,469.222244
30,7.000000,633.717354
30,7.300000,855.762445
30,7.600000,1155.491904
30,7.900000,1560.084309
30,8.200000,2106.226896
30,8.500000,2843.442253
30,8.800000,3838.578876
30,9.100000,5181.872799
30,9.400000,6995.129920
30,0.000000,0.000000
