1,0.000000,1.000000,1.000000
2,0.100000,1.099659,0.989693
3,0.200000,1.197217,0.957774
4,0.300000,1.290461,0.903323
5,0.400000,1.377128,0.826277
6,0.500000,1.454991,0.727496
7,0.600000,1.521961,0.608785
8,0.700000,1.576173,0.472852
9,0.800000,1.616074,0.323215
10,0.900000,1.640498,0.164050
