100,1.000000,0.138877
100,1.090000,0.287849
100,1.180000,0.448124
100,1.270000,0.621000
100,1.360000,0.807878
100,1.450000,1.010274
100,1.540000,1.229827
100,1.630000,1.468319
100,1.720000,1.727680
100,1.810000,2.010015
100,1.900000,2.317611
100,1.990000,2.652961
100,2.080000,3.018784
100,2.170000,3.418045
100,2.260000,3.853980
100,2.350000,4.330122
100,2.440000,4.850331
100,2.530000,5.418823
100,2.620000,6.040207
100,2.710000,6.719519
100,2.800000,7.462264
100,2.890000,8.274464
100,2.980000,9.162702
100,3.070000,10.134176
100,3.160000,11.196762
100,3.250000,12.359072
100,3.340000,13.630528
100,3.430000,15.021434
100,3.520000,16.543065
100,3.610000,18.207755
100,3.700000,20.028996
100,3.790000,22.021551
100,3.880000,24.201570
100,3.970000,26.586723
100,4.060000,29.196343
100,4.150000,32.051583
100,4.240000,35.175584
100,4.330000,38.593670
100,4.420000,42.333544
100,4.510000,46.425521
100,4.600000,50.902767
100,4.690000,55.801574
100,4.780000,61.161648
100,4.870000,67.026434
100,4.960000,73.443471
100,5.050000,80.464770
100,5.140000,88.147243
100,5.230000,96.553160
100,5.320000,105.750655
100,5.410000,115.814278
100,5.500000,126.825598
100,5.590000,138.873869
100,5.680000,152.056747
100,5.770000,166.481086
100,5.860000,182.263801
100,5.950000,199.532818
100,6.040000,218.428112
100,6.130000,239.102837
100,6.220000,261.724572
100,6.310000,286.476676
100,6.400000,313.559778
100,6.490000,343.193398
100,6.580000,375.617730
100,6.670000,411.095589
100,6.760000,449.914540
100,6.850000,492.389229
100,6.940000,538.863932
100,7.030000,589.715349
100,7.120000,645.355655
100,7.210000,706.235840
100,7.300000,772.849367
100,7.390000,845.736170
100,7.480000,925.487031
100,7.570000,1012.748366
100,7.660000,1108.227472
100,7.750000,1212.698250
100,7.840000,1327.007485
100,7.930000,1452.081708
100,8.020000,1588.934702
100,8.110000,1738.675727
100,8.200000,1902.518503
100,8.290000,2081.791054
100,8.380000,2277.946466
100,8.470000,2492.574671
100,8.560000,2727.415332
100,8.650000,2984.371943
100,8.740000,3265.527258
100,8.830000,3573.160171
100,8.920000,3909.764192
100,9.010000,4278.067655
100,9.100000,4681.055832
100,9.190000,5121.995130
100,9.280000,5604.459571
100,9.370000,6132.359754
100,9.460000,6709.974557
100,9.550000,7341.985821
100,9.640000,8033.516292
100,9.730000,8790.171149
100,9.820000,9618.083435
100,9.910000,10523.963766
