100,0.000000,1.250000
100,0.050000,2.500125
100,0.100000,3.750625
100,0.150000,5.001750
100,0.200000,6.253751
100,0.250000,7.506879
100,0.300000,8.761384
100,0.350000,10.017519
100,0.400000,11.275537
100,0.450000,12.535689
100,0.500000,13.798231
100,0.550000,15.063417
100,0.600000,16.331503
100,0.650000,17.602748
100,0.700000,18.877408
100,0.750000,20.155745
100,0.800000,21.438019
100,0.850000,22.724493
100,0.900000,24.015432
100,0.950000,25.311103
100,1.000000,26.611773
100,1.050000,27.917713
100,1.100000,29.229196
100,1.150000,30.546495
100,1.200000,31.869888
100,1.250000,33.199654
100,1.300000,34.536076
100,1.350000,35.879436
100,1.400000,37.230024
100,1.450000,38.588130
100,1.500000,39.954045
100,1.550000,41.328068
100,1.600000,42.710497
100,1.650000,44.101636
100,1.700000,45.501791
100,1.750000,46.911271
100,1.800000,48.330392
100,1.850000,49.759470
100,1.900000,51.198827
100,1.950000,52.648789
100,2.000000,54.109685
100,2.050000,55.581852
100,2.100000,57.065626
100,2.150000,58.561352
100,2.200000,60.069377
100,2.250000,61.590056
100,2.300000,63.123747
100,2.350000,64.670812
100,2.400000,66.231621
100,2.450000,67.806549
100,2.500000,69.395974
100,2.550000,71.000283
100,2.600000,72.619868
100,2.650000,74.255127
100,2.700000,75.906463
100,2.750000,77.574287
100,2.800000,79.259016
100,2.850000,80.961075
100,2.900000,82.680893
100,2.950000,84.418910
100,3.000000,86.175570
100,3.050000,87.951325
100,3.100000,89.746637
100,3.150000,91.561973
100,3.200000,93.397810
100,3.250000,95.254631
100,3.300000,97.132930
100,3.350000,99.033208
100,3.400000,100.955975
100,3.450000,102.901750
100,3.500000,104.871061
100,3.550000,106.864447
100,3.600000,108.882454
100,3.650000,110.925641
100,3.700000,112.994573
100,3.750000,115.089829
100,3.800000,117.211997
100,3.850000,119.361675
100,3.900000,121.539475
100,3.950000,123.746015
100,4.000000,125.981931
100,4.050000,128.247865
100,4.100000,130.544474
100,4.150000,132.872427
100,4.200000,135.232405
100,4.250000,137.625102
100,4.300000,140.051226
100,4.350000,142.511496
100,4.400000,145.006646
100,4.450000,147.537426
100,4.500000,150.104597
100,4.550000,152.708935
100,4.600000,155.351234
100,4.650000,158.032300
100,4.700000,160.752954
100,4.750000,163.514036
100,4.800000,166.316401
100,4.850000,169.160918
100,4.900000,172.048476
100,4.950000,174.979980
