100,0.000000,0.000000
100,3849.800000,0.074696
100,7699.600000,0.180870
100,11549.400000,0.311576
100,15399.200000,0.463288
100,19249.000000,0.633799
100,23098.800000,0.821577
100,26948.600000,1.025491
100,30798.400000,1.244666
100,34648.200000,1.478414
100,38498.000000,1.726172
100,42347.800000,1.987483
100,46197.600000,2.261961
100,50047.400000,2.549288
100,53897.200000,2.849193
100,57747.000000,3.161449
100,61596.800000,3.485863
100,65446.600000,3.822273
100,69296.400000,4.170545
100,73146.200000,4.530567
100,76996.000000,4.902248
100,80845.800000,5.285516
100,84695.600000,5.680315
100,88545.400000,6.086606
100,92395.200000,6.504362
100,96245.000000,6.933572
100,100094.800000,7.374236
100,103944.600000,7.826367
100,107794.400000,8.289988
100,111644.200000,8.765135
100,115494.000000,9.251852
100,119343.800000,9.750195
100,123193.600000,10.260231
100,127043.400000,10.782035
100,130893.200000,11.315694
100,134743.000000,11.861303
100,138592.800000,12.418970
100,142442.600000,12.988809
100,146292.400000,13.570949
100,150142.200000,14.165527
100,153992.000000,14.772689
100,157841.800000,15.392597
100,161691.600000,16.025420
100,165541.400000,16.671341
100,169391.200000,17.330554
100,173241.000000,18.003268
100,177090.800000,18.689704
100,180940.600000,19.390096
100,184790.400000,20.104695
100,188640.200000,20.833766
100,192490.000000,21.577592
100,196339.800000,22.336472
100,200189.600000,23.110724
100,204039.400000,23.900686
100,207889.200000,24.706717
100,211739.000000,25.529199
100,215588.800000,26.368538
100,219438.600000,27.225166
100,223288.400000,28.099542
100,227138.200000,28.992156
100,230988.000000,29.903532
100,234837.800000,30.834227
100,238687.600000,31.784840
100,242537.400000,32.756008
100,246387.200000,33.748418
100,250237.000000,34.762805
100,254086.800000,35.799960
100,257936.600000,36.860737
100,261786.400000,37.946056
100,265636.200000,39.056913
100,269486.000000,40.194387
100,273335.800000,41.359653
100,277185.600000,42.553990
100,281035.400000,43.778795
100,284885.200000,45.035601
100,288735.000000,46.326093
100,292584.800000,47.652132
100,296434.600000,49.015780
100,300284.400000,50.419332
100,304134.200000,51.865354
100,307984.000000,53.356731
100,311833.800000,54.896723
100,315683.600000,56.489042
100,319533.400000,58.137935
100,323383.200000,59.848310
100,327233.000000,61.625881
100,331082.800000,63.477373
100,334932.600000,65.410787
100,338782.400000,67.435771
100,342632.200000,69.564136
100,346482.000000,71.810609
100,350331.800000,74.193952
100,354181.600000,76.738707
100,358031.400000,79.478053
100,361881.200000,82.458782
100,365731.000000,85.750696
100,369580.800000,89.466451
100,373430.600000,93.810742
100,377280.400000,99.238707
100,381130.200000,107.328299
